Tx_Loc_1,Tx_Loc_2,Tx_Loc_3,Rx_Loc_1,Rx_Loc_2,Rx_Loc_3,Distance_m,Delay_s,isLoS,PathLoss_dB,Reflections,PhaseShift_rad
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,198,6.60456908492341e-07,1,107.324247653958,0,4.98531663632784
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,201.986886184997,6.73755729321905e-07,0,107.375244500944,1,1.00795586411423
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,209.606488753715,6.99171987687946e-07,0,107.819037606997,1,5.12491315958249
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,245.278926359883,8.18162431424084e-07,0,109.184148336449,1,3.44368704631424
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,213.347897899552,7.11651985252919e-07,0,106.095558107341,2,1.60590191817526
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,255.439668866246,8.52055020230848e-07,0,109.536703652233,2,3.39647938309063
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,656.517587993032,2.18990695220569e-06,0,117.734525410442,2,2.4797338187442
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,258.4896911195,8.62228799363258e-07,0,108.43529987159,3,2.55337403338915
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,267.338144381576,8.91744062425934e-07,0,106.954663014547,3,5.23859263388732
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,306.956785455326,1.02389762405339e-06,0,111.132475101552,3,0.838639301511485
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,657.526563963391,2.19327253377198e-06,0,117.399733673242,3,3.96434797996238
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,269.151679762035,8.9779336530886e-07,0,107.076175605978,4,1.34603757562611
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,309.479142509407,1.0323113015385e-06,0,110.168381155021,4,4.50154444465494
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,316.838625302774,1.05685989372946e-06,0,111.407703161021,4,0.483958478577222
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,423.98358861323,1.41425702114638e-06,0,113.937916314816,4,1.23522473701373
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,319.412876461457,1.06544667131505e-06,0,110.402262899187,5,3.18429870968504
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,425.783612864068,1.42026125575203e-06,0,113.058544650737,5,1.98021853625797
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,435.335487032279,1.45212287839569e-06,0,114.167419512105,5,2.76833967506655
40.703453,-74.008308,184.856152138673,40.703453,-74.008308,-13.1438478613272,726.915782344429,2.42473005222976e-06,0,118.619946552689,5,2.77378992643187
